,destination_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people
20214,Pennsylvania,2018,12674699,11119060,1239854,253520,62265,Pennsylvania,0
20215,Rhode Island,2018,1047975,928114,78525,32841,8495,Pennsylvania,422
20216,South Carolina,2018,5029034,4309043,511153,186505,22333,Pennsylvania,7040
20217,South Dakota,2018,871271,740970,100177,26775,3349,Pennsylvania,194
20218,Tennessee,2018,6692936,5706212,748791,209377,28556,Pennsylvania,2504
20219,Texas,2018,28333482,23992374,3575604,563945,201559,Pennsylvania,9143
20220,Utah,2018,3114717,2583764,408033,100824,22096,Pennsylvania,1104
20221,Vermont,2018,621681,542177,50818,26306,2380,Pennsylvania,520
20222,Virginia,2018,8424340,7142767,947475,274003,60095,Pennsylvania,13013
20223,Washington,2018,7453439,6101533,1028654,260906,62346,Pennsylvania,3105
20224,West Virginia,2018,1787630,1585832,156420,43841,1537,Pennsylvania,6291
20225,Wisconsin,2018,5751525,4960260,659159,114613,17493,Pennsylvania,1537
20226,Wyoming,2018,570867,479561,62957,25734,2615,Pennsylvania,146
20227,Puerto Rico,2018,3173956,2915696,234174,20900,3186,Pennsylvania,1214
20228,Alabama,2019,4849509,4197698,534842,104780,12189,Pennsylvania,2336
20229,Alaska,2019,722063,609362,74375,34031,4295,Pennsylvania,385
20230,Arizona,2019,7200620,6038776,861935,253295,46614,Pennsylvania,4906
20231,Arkansas,2019,2989054,2559444,361762,59723,8125,Pennsylvania,533
20232,California,2019,39084048,34394220,3943139,480204,266485,Pennsylvania,12578
20233,Colorado,2019,5701658,4695821,736314,240600,28923,Pennsylvania,3362
20234,Connecticut,2019,3531986,3106754,306070,90044,29118,Pennsylvania,3711
20235,Delaware,2019,964817,843383,79186,38014,4234,Pennsylvania,8902
20236,District of Columbia ,2019,697556,563798,64893,58879,9986,Pennsylvania,1718
20237,Florida,2019,21269409,18083185,2381208,601611,203405,Pennsylvania,34965
20238,Georgia,2019,10499808,9034705,1130068,284541,50494,Pennsylvania,7726
20239,Hawaii,2019,1396819,1215974,116566,49708,14571,Pennsylvania,23
20240,Idaho,2019,1764327,1478739,200377,78730,6481,Pennsylvania,653
20241,Illinois,2019,12536539,11014059,1274091,190627,57762,Pennsylvania,4591
20242,Indiana,2019,6656971,5735703,743092,151443,26733,Pennsylvania,5331
20243,Iowa,2019,3121385,2686528,348082,72651,14124,Pennsylvania,318
20244,Kansas,2019,2879518,2426897,345003,94648,12970,Pennsylvania,2189
20245,Kentucky,2019,4421512,3792437,517128,100057,11890,Pennsylvania,3235
20246,Louisiana,2019,4595111,4018892,491341,67640,17238,Pennsylvania,710
20247,Maine,2019,1331656,1162558,128105,36129,4864,Pennsylvania,1249
20248,Maryland,2019,5979602,5224363,569388,141766,44085,Pennsylvania,14376
20249,Massachusetts,2019,6828110,5975607,644535,144079,63889,Pennsylvania,6043
20250,Michigan,2019,9880758,8606216,1104190,132008,38344,Pennsylvania,5074
20251,Minnesota,2019,5575235,4836702,606228,106920,25385,Pennsylvania,1349
20252,Mississippi,2019,2943737,2583691,291479,61683,6884,Pennsylvania,917
20253,Missouri,2019,6069697,5200465,694303,152345,22584,Pennsylvania,1320
20254,Montana,2019,1056994,882156,129779,40862,4197,Pennsylvania,651
20255,Nebraska,2019,1910711,1622237,234322,46064,8088,Pennsylvania,157
20256,Nevada,2019,3048602,2510591,384676,132950,20385,Pennsylvania,1582
20257,New Hampshire,2019,1350155,1173997,119189,50288,6681,Pennsylvania,1306
20258,New Jersey,2019,8791672,7888800,689445,149260,64167,Pennsylvania,22445
20259,New Mexico,2019,2073628,1816418,189705,55545,11960,Pennsylvania,791
20260,New York,2019,19240920,17213380,1638372,254806,134362,Pennsylvania,22641
20261,North Carolina,2019,10371906,8834381,1170200,315215,52110,Pennsylvania,13341
20262,North Dakota,2019,750501,615450,94413,36668,3970,Pennsylvania,19
20263,Ohio,2019,11556037,9891733,1415185,205542,43577,Pennsylvania,16792
20264,Oklahoma,2019,3907258,3282746,509137,101844,13531,Pennsylvania,881
20265,Oregon,2019,4178578,3527178,501680,129921,19799,Pennsylvania,1678
20266,Pennsylvania,2019,12670245,11092255,1259103,267465,51422,Pennsylvania,0
20267,Rhode Island,2019,1050602,930406,80686,34984,4526,Pennsylvania,1538
20268,South Carolina,2019,5092727,4414770,478892,176008,23057,Pennsylvania,7227
20269,South Dakota,2019,872708,739009,102133,26934,4632,Pennsylvania,28
20270,Tennessee,2019,6754461,5782145,755183,196765,20368,Pennsylvania,1833
20271,Texas,2019,28642658,24347958,3517954,559661,217085,Pennsylvania,9352
20272,Utah,2019,3162102,2661654,389057,95608,15783,Pennsylvania,478
20273,Vermont,2019,617560,536752,57776,21212,1820,Pennsylvania,1401
20274,Virginia,2019,8439982,7201805,903735,264855,69587,Pennsylvania,12284
20275,Washington,2019,7527366,6253469,977928,231956,64013,Pennsylvania,4833
20276,West Virginia,2019,1773280,1563611,164739,39548,5382,Pennsylvania,5706
20277,Wisconsin,2019,5760481,5001140,634732,107973,16636,Pennsylvania,990
20278,Wyoming,2019,572884,473128,68127,30247,1382,Pennsylvania,447
20279,Puerto Rico,2019,3175835,2968876,169733,31144,6082,Pennsylvania,3886
20280,Alabama,2010,4729509,3987155,620465,108723,13166,Rhode Island,0
20281,Alaska,2010,702974,565031,95878,36326,5739,Rhode Island,0
20282,Arizona,2010,6332786,5069002,1001991,222725,39068,Rhode Island,403
20283,Arkansas,2010,2888304,2387806,412997,79127,8374,Rhode Island,0
20284,California,2010,36907897,30790221,5413287,444749,259640,Rhode Island,526
20285,Colorado,2010,4988190,4042039,725413,186366,34372,Rhode Island,192
20286,Connecticut,2010,3541146,3100742,342904,77333,20167,Rhode Island,1728
20287,Delaware,2010,889812,764640,90001,30759,4412,Rhode Island,149
20288,District of Columbia ,2010,596747,474676,63766,51244,7061,Rhode Island,249
20289,Florida,2010,18647600,15554008,2459530,482889,151173,Rhode Island,1982
20290,Georgia,2010,9587237,8015409,1278548,249459,43821,Rhode Island,43
20291,Hawaii,2010,1346274,1140572,134315,53581,17806,Rhode Island,644
20292,Idaho,2010,1550967,1279856,209272,55638,6201,Rhode Island,0
20293,Illinois,2010,12680126,11009852,1404525,203959,61790,Rhode Island,838
20294,Indiana,2010,6414862,5431015,833086,127353,23408,Rhode Island,174
20295,Iowa,2010,3013053,2553210,375650,72557,11636,Rhode Island,0
20296,Kansas,2010,2820894,2341401,372161,95059,12273,Rhode Island,39
20297,Kentucky,2010,4296639,3638259,519887,118443,20050,Rhode Island,289
20298,Louisiana,2010,4483529,3826390,547291,97889,11959,Rhode Island,0
20299,Maine,2010,1313902,1136780,146735,27758,2629,Rhode Island,379
20300,Maryland,2010,5716785,4917637,588879,164484,45785,Rhode Island,782
20301,Massachusetts,2010,6489250,5583650,706624,140162,58814,Rhode Island,6965
20302,Michigan,2010,9762127,8310098,1291901,116149,43979,Rhode Island,653
20303,Minnesota,2010,5244256,4480630,647946,89872,25808,Rhode Island,123
20304,Mississippi,2010,2931228,2510729,340266,72321,7912,Rhode Island,145
20305,Missouri,2010,5920858,4968921,786726,145226,19985,Rhode Island,0
20306,Montana,2010,978507,821709,117752,35630,3416,Rhode Island,0
20307,Nebraska,2010,1802697,1497138,247005,51290,7264,Rhode Island,0
20308,Nevada,2010,2667364,2030410,517261,102677,17016,Rhode Island,167
20309,New Hampshire,2010,1303865,1118359,141213,39367,4926,Rhode Island,988
20310,New Jersey,2010,8709933,7841470,684482,127369,56612,Rhode Island,332
20311,New Mexico,2010,2039549,1735950,220663,73605,9331,Rhode Island,46
20312,New York,2010,19171916,16976205,1779540,269427,146744,Rhode Island,1913
20313,North Carolina,2010,9443000,7982017,1141001,263256,56726,Rhode Island,97
20314,North Dakota,2010,665654,556222,75720,30100,3612,Rhode Island,0
20315,Ohio,2010,11405101,9745227,1453401,172633,33840,Rhode Island,444
20316,Oklahoma,2010,3716264,3065497,528824,106511,15432,Rhode Island,119
20317,Oregon,2010,3794008,3110896,545841,116700,20571,Rhode Island,0
20318,Pennsylvania,2010,12577555,11053022,1239199,235580,49754,Rhode Island,377
20319,Rhode Island,2010,1042240,900283,99603,32059,10295,Rhode Island,0
20320,South Carolina,2010,4577399,3870879,537961,152441,16118,Rhode Island,154
20321,South Dakota,2010,805616,680993,96805,25777,2041,Rhode Island,0
20322,Tennessee,2010,6282706,5299496,801355,159778,22077,Rhode Island,805
20323,Texas,2010,24899075,20500156,3740344,486558,172017,Rhode Island,975
20324,Utah,2010,2724064,2240636,388410,77780,17238,Rhode Island,0
20325,Vermont,2010,619363,534975,59032,22529,2827,Rhode Island,227
20326,Virginia,2010,7930773,6752310,870491,259507,48465,Rhode Island,1543
20327,Washington,2010,6661321,5464985,946923,191784,57629,Rhode Island,220
20328,West Virginia,2010,1833535,1625125,166168,39609,2633,Rhode Island,238
20329,Wisconsin,2010,5623196,4824045,691592,93065,14494,Rhode Island,0
20330,Wyoming,2010,556954,444614,82255,28046,2039,Rhode Island,0
20331,Puerto Rico,2010,3676493,3392179,247593,31732,4989,Rhode Island,684
20332,Alabama,2011,4745278,4024442,588293,117726,14817,Rhode Island,0
20333,Alaska,2011,711962,571857,100280,35084,4741,Rhode Island,0
20334,Arizona,2011,6402301,5107496,1028366,222877,43562,Rhode Island,72
20335,Arkansas,2011,2906632,2421746,405831,69845,9210,Rhode Island,0
20336,California,2011,37222678,31213310,5271168,468428,269772,Rhode Island,1103
20337,Colorado,2011,5048443,4048042,763233,202124,35044,Rhode Island,435
20338,Connecticut,2011,3548667,3139496,316883,71502,20786,Rhode Island,1488
20339,Delaware,2011,897187,775414,83156,33912,4705,Rhode Island,131
20340,District of Columbia ,2011,611608,489659,66519,48066,7364,Rhode Island,50
20341,Florida,2011,18863948,15742168,2454255,498597,168928,Rhode Island,5002
20342,Georgia,2011,9699859,8095407,1289450,271077,43925,Rhode Island,337
20343,Hawaii,2011,1357806,1160948,122727,57542,16589,Rhode Island,58
20344,Idaho,2011,1559637,1284530,208434,60336,6337,Rhode Island,0
20345,Illinois,2011,12718402,11076528,1353853,216204,71817,Rhode Island,278
20346,Indiana,2011,6437155,5478683,809158,127874,21440,Rhode Island,49
20347,Iowa,2011,3027718,2573313,370554,70405,13446,Rhode Island,65
20348,Kansas,2011,2833584,2372033,362782,83640,15129,Rhode Island,180
20349,Kentucky,2011,4316297,3686232,505741,110031,14293,Rhode Island,640
20350,Louisiana,2011,4518629,3865118,538691,99138,15682,Rhode Island,268
20351,Maine,2011,1315833,1120364,157102,33818,4549,Rhode Island,234
20352,Maryland,2011,5759087,5008452,553895,153979,42761,Rhode Island,197
20353,Massachusetts,2011,6515057,5658768,656441,139830,60018,Rhode Island,10182
20354,Michigan,2011,9766574,8340767,1242917,139158,43732,Rhode Island,385
20355,Minnesota,2011,5277329,4505462,646176,101029,24662,Rhode Island,0
20356,Mississippi,2011,2943021,2534036,332934,68511,7540,Rhode Island,41
20357,Missouri,2011,5937896,4963040,801046,149439,24371,Rhode Island,359
20358,Montana,2011,987076,828254,122210,33553,3059,Rhode Island,0
20359,Nebraska,2011,1817126,1505191,253269,52070,6596,Rhode Island,0
20360,Nevada,2011,2688336,2084668,480317,110345,13006,Rhode Island,86
20361,New Hampshire,2011,1305678,1141236,122129,37000,5313,Rhode Island,608
20362,New Jersey,2011,8719952,7825661,693380,140194,60717,Rhode Island,463
20363,New Mexico,2011,2055293,1753413,228218,62130,11532,Rhode Island,0
20364,New York,2011,19248685,17055260,1756105,282209,155111,Rhode Island,1393
20365,North Carolina,2011,9539412,8070238,1160510,265291,43373,Rhode Island,444
20366,North Dakota,2011,675161,559906,79837,32510,2908,Rhode Island,0
20367,Ohio,2011,11418944,9764366,1425709,191778,37091,Rhode Island,369
20368,Oklahoma,2011,3742698,3089041,528498,108878,16281,Rhode Island,152
20369,Oregon,2011,3828714,3128121,549332,127906,23355,Rhode Island,0
20370,Pennsylvania,2011,12610486,11099077,1224564,234291,52554,Rhode Island,799
20371,Rhode Island,2011,1040022,903786,101689,26769,7778,Rhode Island,0
20372,South Carolina,2011,4624180,3899705,546666,157644,20165,Rhode Island,453
20373,South Dakota,2011,814175,688436,94655,27506,3578,Rhode Island,7
20374,Tennessee,2011,6333466,5342978,794556,170969,24963,Rhode Island,14
20375,Texas,2011,25327104,20984855,3648260,514726,179263,Rhode Island,1297
20376,Utah,2011,2769627,2295961,373984,85217,14465,Rhode Island,0
20377,Vermont,2011,621354,537304,60719,20463,2868,Rhode Island,401
20378,Virginia,2011,7996552,6789620,889751,257130,60051,Rhode Island,1897
20379,Washington,2011,6748474,5565069,919925,208507,54973,Rhode Island,463
20380,West Virginia,2011,1836614,1609110,172262,50068,5174,Rhode Island,284
20381,Wisconsin,2011,5647213,4846550,675623,109439,15601,Rhode Island,368
20382,Wyoming,2011,561389,462808,66648,30651,1282,Rhode Island,13
20383,Puerto Rico,2011,3669195,3403602,238263,22649,4681,Rhode Island,490
20384,Alabama,2012,4764428,4054260,590326,104600,15242,Rhode Island,0
20385,Alaska,2012,721186,592551,90613,33415,4607,Rhode Island,0
20386,Arizona,2012,6468907,5242674,953789,232457,39987,Rhode Island,614
20387,Arkansas,2012,2912680,2453347,373046,76948,9339,Rhode Island,59
20388,California,2012,37572738,31777868,5046618,493641,254611,Rhode Island,1648
20389,Colorado,2012,5123944,4131357,751921,205060,35606,Rhode Island,137
20390,Connecticut,2012,3555319,3114940,334918,80311,25150,Rhode Island,1558
20391,Delaware,2012,906576,782216,86003,34757,3600,Rhode Island,135
20392,District of Columbia ,2012,624847,500267,61992,53830,8758,Rhode Island,635
20393,Florida,2012,19114620,16032617,2380288,537148,164567,Rhode Island,3050
20394,Georgia,2012,9796547,8231384,1236302,277466,51395,Rhode Island,440
20395,Hawaii,2012,1374852,1164145,134827,55145,20735,Rhode Island,106
20396,Idaho,2012,1573036,1296975,210151,59283,6627,Rhode Island,0
20397,Illinois,2012,12725119,11009321,1441191,208755,65852,Rhode Island,462
20398,Indiana,2012,6457067,5493090,805228,134137,24612,Rhode Island,0
20399,Iowa,2012,3035469,2585979,362938,75760,10792,Rhode Island,0
20400,Kansas,2012,2848708,2361899,381695,88284,16830,Rhode Island,18
20401,Kentucky,2012,4328626,3676472,521511,112787,17856,Rhode Island,0
20402,Louisiana,2012,4545914,3912023,528406,91215,14270,Rhode Island,737
20403,Maine,2012,1315586,1132344,151438,27523,4281,Rhode Island,1024
20404,Maryland,2012,5816472,5068457,549973,154983,43059,Rhode Island,82
20405,Massachusetts,2012,6580641,5752166,626380,142577,59518,Rhode Island,6863
20406,Michigan,2012,9778980,8330990,1268105,133981,45904,Rhode Island,68
20407,Minnesota,2012,5315228,4536303,653012,101042,24871,Rhode Island,299
20408,Mississippi,2012,2947696,2529377,339807,73500,5012,Rhode Island,185
20409,Missouri,2012,5951913,4965459,801093,162930,22431,Rhode Island,361
20410,Montana,2012,995544,829489,126463,37690,1902,Rhode Island,0
20411,Nebraska,2012,1829420,1540361,237937,43266,7856,Rhode Island,0
20412,Nevada,2012,2725280,2105070,481496,124285,14429,Rhode Island,336
20413,New Hampshire,2012,1309203,1127376,125118,50484,6225,Rhode Island,1248
20414,New Jersey,2012,8772744,7929570,655465,130223,57486,Rhode Island,429
20415,New Mexico,2012,2060595,1769341,226243,54693,10318,Rhode Island,0
20416,New York,2012,19352153,17202134,1723117,270053,156849,Rhode Island,3222
20417,North Carolina,2012,9640490,8167830,1149080,273149,50431,Rhode Island,290
20418,North Dakota,2012,689838,563978,84294,38213,3353,Rhode Island,244
20419,Ohio,2012,11414635,9735390,1440815,196391,42039,Rhode Island,435
20420,Oklahoma,2012,3762311,3107367,531347,108972,14625,Rhode Island,0
20421,Oregon,2012,3857465,3158450,560673,118925,19417,Rhode Island,177
20422,Pennsylvania,2012,12630082,11107110,1252378,215500,55094,Rhode Island,771
20423,Rhode Island,2012,1040527,899551,101165,33446,6365,Rhode Island,0
20424,South Carolina,2012,4668886,3929626,564350,156705,18205,Rhode Island,538
20425,South Dakota,2012,821669,676014,115606,26051,3998,Rhode Island,0
20426,Tennessee,2012,6378278,5396833,783077,177098,21270,Rhode Island,26
20427,Texas,2012,25711791,21354247,3656070,507752,193722,Rhode Island,1763
20428,Utah,2012,2805440,2324019,373980,87870,19571,Rhode Island,351
20429,Vermont,2012,620224,532237,61242,24431,2314,Rhode Island,341
20430,Virginia,2012,8085389,6857430,915242,250653,62064,Rhode Island,1605
20431,Washington,2012,6815763,5648199,904695,215494,47375,Rhode Island,97
20432,West Virginia,2012,1837518,1613322,174112,47125,2959,Rhode Island,0
20433,Wisconsin,2012,5660677,4849945,693737,99192,17803,Rhode Island,144
20434,Wyoming,2012,569734,459226,77324,31149,2035,Rhode Island,0
20435,Puerto Rico,2012,3628402,3366593,238042,20044,3723,Rhode Island,624
20436,Alabama,2013,4781296,4067683,594583,104102,14928,Rhode Island,121
20437,Alaska,2013,725193,583799,99953,34360,7081,Rhode Island,0
20438,Arizona,2013,6543362,5321158,941347,236146,44711,Rhode Island,464
20439,Arkansas,2013,2923642,2475807,367837,70621,9377,Rhode Island,30
20440,California,2013,37873189,32197933,4898331,485477,291448,Rhode Island,1658
20441,Colorado,2013,5206012,4186643,778520,206543,34306,Rhode Island,522
20442,Connecticut,2013,3562959,3127421,325895,88351,21292,Rhode Island,3607
20443,Delaware,2013,914025,791278,81363,36790,4594,Rhode Island,0
20444,District of Columbia ,2013,636535,509958,68917,46571,11089,Rhode Island,1150
20445,Florida,2013,19345059,16199361,2442119,529406,174173,Rhode Island,3201
20446,Georgia,2013,9870319,8256209,1279601,278972,55537,Rhode Island,828
20447,Hawaii,2013,1387361,1177733,135860,58083,15685,Rhode Island,84
20448,Idaho,2013,1592596,1317235,205418,61592,8351,Rhode Island,0
20449,Illinois,2013,12740816,11036387,1411859,223605,68965,Rhode Island,663
20450,Indiana,2013,6492306,5499346,835689,133508,23763,Rhode Island,58
20451,Iowa,2013,3053635,2585189,380270,75650,12526,Rhode Island,20
20452,Kansas,2013,2854869,2386028,363906,89735,15200,Rhode Island,0
20453,Kentucky,2013,4345186,3665604,558412,103207,17963,Rhode Island,68
20454,Louisiana,2013,4568320,3941211,519010,91889,16210,Rhode Island,114
20455,Maine,2013,1315753,1128262,146334,36780,4377,Rhode Island,589
20456,Maryland,2013,5857213,5078020,572131,161525,45537,Rhode Island,210
20457,Massachusetts,2013,6619999,5724592,700613,135150,59644,Rhode Island,7964
20458,Michigan,2013,9784094,8296283,1294706,144091,49014,Rhode Island,574
20459,Minnesota,2013,5353441,4585137,636274,104825,27205,Rhode Island,156
20460,Mississippi,2013,2957797,2531410,350982,68588,6817,Rhode Island,32
20461,Missouri,2013,5973448,5015609,779132,159936,18771,Rhode Island,288
20462,Montana,2013,1003013,827494,130187,40035,5297,Rhode Island,0
20463,Nebraska,2013,1842900,1546788,241707,45854,8551,Rhode Island,0
20464,Nevada,2013,2757365,2166730,447480,126583,16572,Rhode Island,0
20465,New Hampshire,2013,1310978,1128583,131200,44867,6328,Rhode Island,1468
20466,New Jersey,2013,8803679,7941559,667248,136907,57965,Rhode Island,356
20467,New Mexico,2013,2059689,1764969,224508,56808,13404,Rhode Island,0
20468,New York,2013,19431954,17297785,1715158,272066,146945,Rhode Island,2810
20469,North Carolina,2013,9737365,8233641,1176351,275922,51451,Rhode Island,560
